Cuisine,Review.link,Name,Coordinates_y,Coordinates_x,foodRating,serviceRating,atmosphereRating,priceRating
Italian ,"https://www.google.com/maps/place/Fusaro's+Italian+Kitchen/@43.6482101,-79.3984373,17z/data=!4m8!3m7!1s0x882b34db9f9b5b1b:0x9bd745b2161f5026!8m2!3d43.6482062!4d-79.3958624!9m1!1b1!16s%2Fg%2F1vg_dh9x?entry=ttu",Fusaro's Italian Kitchen,43.6482,-79.3984,Positive,Positive,Positive,1
Italian ,"https://www.google.com/maps/place/Vagabondo+Restobar/@43.6439731,-79.3902338,17z/data=!4m18!1m9!3m8!1s0x882b35d5e4eaab8d:0x9b2b06deae516c38!2sVagabondo+Restobar!8m2!3d43.6439731!4d-79.3902338!9m1!1b1!16s%2Fg%2F11h5n1wlk4!3m7!1s0x882b35d5e4eaab8d:0x9b2b06deae516c38!8m2!3d43.6439731!4d-79.3902338!9m1!1b1!16s%2Fg%2F11h5n1wlk4?authuser=0&hl=en&entry=ttu",Vagabondo Restobar,43.644,-79.3902,Positive,Positive,Positive,1
Italian ,"https://www.google.com/maps/place/Gusto+101/@43.6451811,-79.4001151,17z/data=!4m8!3m7!1s0x882b34de5fd09f9b:0xede9f116f39d376!8m2!3d43.6451811!4d-79.4001151!9m1!1b1!16s%2Fg%2F1hc2n8zdk?authuser=0&hl=en&entry=ttu",Gusto 101,43.6452,-79.4001,Positive,Neutral,Positive,3
Italian ,"https://www.google.com/maps/place/Tutti+Matti/@43.6471913,-79.3939731,17z/data=!3m1!5s0x882b34d1aa0dc619:0xf2247ae07411241d!4m8!3m7!1s0x882b34da4e7c1bb7:0x3362e97f1136f772!8m2!3d43.6471913!4d-79.3939731!9m1!1b1!16s%2Fg%2F1tmxrnd_?authuser=0&hl=en&entry=ttu",Tutti Matti,43.6472,-79.394,Positive,Positive,Neutral,0
Italian ,"https://www.google.com/maps/place/Carisma/@43.6503233,-79.3759151,17z/data=!3m1!5s0x89d4cb30c4e84da3:0xa4dbac6b28550478!4m8!3m7!1s0x89d4cb3218246051:0x53a9248d6c884fd6!8m2!3d43.6503233!4d-79.3759151!9m1!1b1!16s%2Fg%2F1tf71y1x?authuser=0&hl=en&entry=ttu",Carisma,43.6503,-79.3759,Positive,Positive,Positive,1
Italian ,"https://www.google.com/maps/place/Trattoria+Mercatto/@43.6544528,-79.3811917,17z/data=!3m1!5s0x882b34cb605da33d:0xb43516d784f12814!4m8!3m7!1s0x89d4cb34ab17bdcb:0x92dd1210ee31166c!8m2!3d43.6544528!4d-79.3811917!9m1!1b1!16s%2Fg%2F1hc1d071z?authuser=0&hl=en&entry=ttu",Trattoria Mercatto,43.6545,-79.3812,Positive,Positive,Neutral,1
Italian ,"https://www.google.com/maps/place/Amano+Italian+Kitchen/@43.6450963,-79.3817663,17z/data=!3m1!5s0x89d4cb2cad63ed4f:0x68c2d70b99c27698!4m8!3m7!1s0x882b34d34adb772b:0x8cd6213af09e4f84!8m2!3d43.6450963!4d-79.3817663!9m1!1b1!16s%2Fg%2F11f2w5yz6w?authuser=0&hl=en&entry=ttu",Amano Italian Kitchen,43.6451,-79.3818,Positive,Positive,Positive,0
Italian ,"https://www.google.com/maps/place/The+Old+Spaghetti+Factory/@43.6469889,-79.3743444,17z/data=!4m18!1m9!3m8!1s0x89d4cb2e7151f50f:0x9d5efffd9c675954!2sThe+Old+Spaghetti+Factory!8m2!3d43.6469889!4d-79.3743444!9m1!1b1!16s%2Fg%2F1tdchbtr!3m7!1s0x89d4cb2e7151f50f:0x9d5efffd9c675954!8m2!3d43.6469889!4d-79.3743444!9m1!1b1!16s%2Fg%2F1tdchbtr?authuser=0&hl=en&entry=ttu",The Old Spaghetti Factory,43.647,-79.3743,Positive,Positive,Positive,2
Italian ,"https://www.google.com/maps/place/Fresca+Pizza+and+Pasta/@43.6578177,-79.4017248,17z/data=!4m8!3m7!1s0x882b34c1c936eb4d:0x7b7ce3dd6b266766!8m2!3d43.6578177!4d-79.4017248!9m1!1b1!16s%2Fg%2F1hc371vyh?authuser=0&hl=en&entry=ttu",Fresca Pizza and Pasta,43.6578,-79.4017,Positive,Positive,Positive,0
Italian ,"https://www.google.com/maps/place/Rasta+Pasta/@43.6543027,-79.4004204,17z/data=!4m8!3m7!1s0x882b34c2494fda91:0xbe4f88db276d22ad!8m2!3d43.6543027!4d-79.4004204!9m1!1b1!16s%2Fg%2F1pyqf9z1s?authuser=0&hl=en&entry=ttu",Rasta Pasta,43.6543,-79.4004,Positive,Positive,Negative,0
Italian ,"https://www.google.com/maps/place/Eataly+Toronto/@43.6695423,-79.3912256,17z/data=!3m1!5s0x882b34afdb364975:0x454658156fbd422b!4m8!3m7!1s0x882b35ef7af63de3:0xf9d2070ac0c71958!8m2!3d43.6695384!4d-79.3886507!9m1!1b1!16s%2Fg%2F11h5ffz35_?entry=ttu",Eataly Toronto,43.6695,-79.3912,Positive,Positive,Neutral,0
Italian ,"https://www.google.com/maps/place/Don+Alfonso+1890/@43.6409746,-79.4010942,14z/data=!3m1!5s0x89d4cb2a48fc0b9d:0x72f06fc553c30906!4m12!1m2!2m1!1sitalian+restaurants+downtown+toronto!3m8!1s0x89d4cb645fb749cd:0xb50b4e8965e2430e!8m2!3d43.640974!4d-79.375602!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJOYTB3dFR6Um5SUkFC4AEA!16s%2Fg%2F11g0tk0tpb?entry=ttu",Don Alfonso 1890,43.641,-79.4011,Positive,Positive,Positive,3
Italian ,"https://www.google.com/maps/place/Piano+Piano+Restaurant/@43.6409746,-79.4010942,14z/data=!4m12!1m2!2m1!1sitalian+restaurants+downtown+toronto!3m8!1s0x89d4cb96062b6839:0x59fafefb2582216!8m2!3d43.6489605!4d-79.3746921!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESaXRhbGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5LYm5WMVZreEJFQUXgAQA!16s%2Fg%2F11s5vjf2h9?entry=ttu",Piano Piano Restaurant,43.641,-79.4011,Positive,Positive,Positive,3
Italian ,"https://www.google.com/maps/place/ARDO+Restaurant/@43.6409746,-79.4010942,14z/data=!4m12!1m2!2m1!1sitalian+restaurants+downtown+toronto!3m8!1s0x89d4cb3a7220101b:0xf715391378100399!8m2!3d43.6510241!4d-79.3684452!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgEKcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSQ01qUXpPWFJCUlJBQuABAA!16s%2Fg%2F11cmxyh3f7?entry=ttu",ARDO Restaurant,43.641,-79.4011,Positive,Positive,Positive,3
Italian ,"https://www.google.com/maps/place/Cantina+Mercatto/@43.6409746,-79.4010942,14z/data=!4m12!1m2!2m1!1sitalian+restaurants+downtown+toronto!3m8!1s0x89d4cbc045415deb:0x6aef267ebcb5073f!8m2!3d43.6480899!4d-79.3767582!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESaXRhbGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDYzNCWU1HUlJFQUXgAQA!16s%2Fg%2F11g1__88g5?entry=ttu",Cantina Mercatto,43.641,-79.4011,Positive,Positive,Positive,0
Italian ,"https://www.google.com/maps/place/Scaddabush+Italian+Kitchen+%26+Bar+Front+Street/@43.6448333,-79.4214857,14z/data=!3m1!5s0x882b34d1538654bb:0xb43516d7bee28b20!4m12!1m2!2m1!1sitalian+restaurants+downtown+toronto!3m8!1s0x882b34d154e314f5:0xeadf3928f3047bdb!8m2!3d43.6448327!4d-79.3854371!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJhYm1STFUycEJSUkFC4AEA!16s%2Fg%2F11c2009cnx?entry=ttu",Scaddabush Italian Kitchen %26 Bar Front Street,43.6448,-79.4215,Positive,Positive,Positive,1
Italian ,"https://www.google.com/maps/place/Cafe+Oro+di+Napoli/@43.6517271,-79.3977106,14z/data=!4m13!1m3!2m2!1sitalian+restaurants+downtown+toronto!6e5!3m8!1s0x89d4cbab25b4facf:0xcd06982025864d13!8m2!3d43.6512217!4d-79.3720923!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJEYlhScVZYQlJSUkFC4AEA!16s%2Fg%2F11fj8lv5vw?entry=ttu",Cafe Oro di Napoli,43.6517,-79.3977,Positive,Positive,Positive,0
Italian ,"https://www.google.com/maps/place/Mia+Pasta/@43.6517271,-79.3977106,14z/data=!4m13!1m3!2m2!1sitalian+restaurants+downtown+toronto!6e5!3m8!1s0x89d4cb72f8be6793:0xec69fe6105a2356c!8m2!3d43.6462692!4d-79.3631878!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESaXRhbGlhbl9yZXN0YXVyYW504AEA!16s%2Fg%2F11n_yqbchl?entry=ttu",Mia Pasta,43.6517,-79.3977,Neutral,Neutral,Negative,0
Italian ,"https://www.google.com/maps/place/Uncle+Tony's/@43.6517271,-79.3977106,14z/data=!4m13!1m3!2m2!1sitalian+restaurants+downtown+toronto!6e5!3m8!1s0x89d4cb2dff2890e7:0x4029d38d010092f0!8m2!3d43.6484766!4d-79.3749958!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESaXRhbGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5rY0RkNmVtUkJFQUXgAQA!16s%2Fg%2F11bwssj30v?entry=ttu",Uncle Tony's,43.6517,-79.3977,Positive,Positive,Neutral,2
Italian ,"https://www.google.com/maps/place/Sud+Forno/@43.65137,-79.4070017,14z/data=!3m1!5s0x882b34d2de66c955:0xef8d7f49a01c7b2!4m13!1m3!2m2!1sitalian+restaurants+downtown+toronto!6e5!3m8!1s0x89d4cb32e72ca4f5:0xfd7757443fa0afb4!8m2!3d43.6509164!4d-79.3787852!9m1!1b1!15sCiRpdGFsaWFuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkaXRhbGlhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOU0xYUklha2gzRUFF4AEA!16s%2Fg%2F11f01v326h?entry=ttu",Sud Forno,43.6514,-79.407,Positive,Positive,Positive,1
Bangladeshi ,"https://www.google.com/maps/place/Curry+Kitchen+plus+Falafel+House/@43.6566562,-79.3757629,17z/data=!4m8!3m7!1s0x89d4cb35c16ec93d:0xec82dde6d4a194bd!8m2!3d43.6566562!4d-79.3757629!9m1!1b1!16s%2Fg%2F1tgj9t9b?authuser=0&hl=en&entry=ttu",Curry Kitchen plus Falafel House,43.6567,-79.3758,Positive,Positive,Neutral,0
Bangladeshi ,"https://www.google.com/maps/place/ANGITHI+BBQ+Biryani+%26+Wraps/@43.6404802,-79.3926562,17z/data=!4m8!3m7!1s0x882b356202c499b9:0x90ee9be90e371481!8m2!3d43.6404802!4d-79.3926562!9m1!1b1!16s%2Fg%2F11fv6p3h2_?authuser=0&hl=en&entry=ttu",ANGITHI BBQ Biryani and Wraps,43.6405,-79.3927,Positive,Positive,Neutral,0
Bangladeshi ,"https://www.google.com/maps/place/Laziz+Curry+Kitchen/@43.6567541,-79.3752774,17z/data=!4m8!3m7!1s0x89d4cb35de0f6645:0x45bdf02be7ccb86e!8m2!3d43.6567541!4d-79.3752774!9m1!1b1!16s%2Fg%2F11ggbr753j?authuser=0&hl=en&entry=ttu",Laziz Curry Kitchen,43.6568,-79.3753,Positive,Positive,Neutral,0
Jewish ,"https://www.google.com/maps/place/Bay+St+Deli+Kosher/@43.6437007,-79.3784421,17z/data=!3m1!5s0x89d4cb2b5d4aaf65:0xcf3aa22b5f6baba4!4m8!3m7!1s0x89d4cb52c0f64bdb:0x101f6d8d6cf27497!8m2!3d43.6437007!4d-79.3784421!9m1!1b1!16s%2Fg%2F11j3r5_lhb?authuser=0&hl=en&entry=ttu",Bay St Deli Kosher,43.6437,-79.3784,Neutral,Neutral,Neutral,0
Jewish ,"https://www.google.com/maps/place/Cafe+Landwer/@43.648744,-79.385165,17z/data=!4m8!3m7!1s0x882b35ba3731d9f5:0x2886916a889621d2!8m2!3d43.648744!4d-79.385165!9m1!1b1!16s%2Fg%2F11g1pmw1s1?authuser=0&hl=en&entry=ttu",Cafe Landwer,43.6487,-79.3852,Positive,Negative,Positive,1
Jewish ,"https://www.google.com/maps/place/Shopsy's+Downtown/@43.6509909,-79.3828947,17z/data=!4m8!3m7!1s0x882b34cd08a1ed6b:0x4ed39829a05432!8m2!3d43.6509909!4d-79.3828947!9m1!1b1!16s%2Fg%2F1tptrlsz?authuser=0&hl=en&entry=ttu",Shopsy's Downtown,43.651,-79.3829,Positive,Positive,Positive,0
Jewish ,"https://www.google.com/maps/place/Druxy's+Famous+Deli/@43.6527006,-79.3772455,17z/data=!4m8!3m7!1s0x89d4cb339c7d597f:0xa57d83fed3d3947a!8m2!3d43.6527006!4d-79.3772455!9m1!1b1!16s%2Fg%2F1tp287mk?authuser=0&hl=en&entry=ttu",Druxy's Famous Deli,43.6527,-79.3772,Positive,Positive,Negative,2
Jewish ,"https://www.google.com/maps/place/Gatsby/@43.6687989,-79.3913461,17z/data=!4m8!3m7!1s0x882b34b001133f8f:0xe9e762ef5209888a!8m2!3d43.6687989!4d-79.3913461!9m1!1b1!16s%2Fg%2F1hc4p9chg?authuser=0&hl=en&entry=ttu",Gatsby,43.6688,-79.3913,Positive,Positive,Positive,2
Jewish ,"https://www.google.com/maps/place/NewYorker+Deli/@43.6684007,-79.3892457,17z/data=!4m8!3m7!1s0x882b34b02cf46349:0x5f5a8ba3eb3014be!8m2!3d43.6684007!4d-79.3892457!9m1!1b1!16s%2Fg%2F1tdps916?authuser=0&hl=en&entry=ttu",NewYorker Deli,43.6684,-79.3892,Positive,Positive,Positive,0
French,"https://www.google.com/maps/place/La+Palette/@43.6479629,-79.4009828,17z/data=!4m8!3m7!1s0x882b34ddbb40b5c9:0xde44cc752c742c03!8m2!3d43.6479629!4d-79.4009828!9m1!1b1!16s%2Fg%2F1tfd7m3z?authuser=0&hl=en&entry=ttu",La Palette,43.648,-79.401,Positive,Positive,Positive,1
French,"https://www.google.com/maps/place/Lapinou/@43.644284,-79.4015783,17z/data=!3m1!5s0x882b34de37f73183:0xf2d41dfaf0cfef71!4m8!3m7!1s0x882b34de382fffff:0x4a8d636974e2dd45!8m2!3d43.644284!4d-79.4015783!9m1!1b1!16s%2Fg%2F11fngktblp?authuser=0&hl=en&entry=ttu",Lapinou,43.6443,-79.4016,Positive,Positive,Positive,2
French,"https://www.google.com/maps/place/Alo/@43.6484905,-79.3959415,17z/data=!4m8!3m7!1s0x882b34db73a328af:0xd05dd320ed94d61b!8m2!3d43.6484905!4d-79.3959415!9m1!1b1!16s%2Fg%2F11bvv5c3wy?authuser=0&hl=en&entry=ttu",Alo,43.6485,-79.3959,Positive,Positive,Positive,1
French,"https://www.google.com/maps/place/Le+S%C3%A9lect+Bistro/@43.643898,-79.3968546,17z/data=!4m8!3m7!1s0x882b34d92ecfc2c7:0xa16008b372474a56!8m2!3d43.643898!4d-79.3968546!9m1!1b1!16s%2Fg%2F1tg_gpkn?authuser=0&hl=en&entry=ttu",Le Select Bistro,43.6439,-79.3969,Positive,Positive,Positive,1
French,"https://www.google.com/maps/place/Frenchy+Bar+et+Brasserie/@43.6499349,-79.3856723,17z/data=!4m8!3m7!1s0x882b350b13f695e7:0xced0100271491d64!8m2!3d43.6499349!4d-79.3856723!9m1!1b1!16s%2Fg%2F11vm79xnrq?authuser=0&hl=en&entry=ttu",Frenchy Bar et Brasserie,43.6499,-79.3857,Positive,Positive,Positive,0
French,"https://www.google.com/maps/place/Midi+Bistro+Restaurant/@43.65583,-79.3921857,17z/data=!4m8!3m7!1s0x882b34c619bab389:0xc2ba848c97e64947!8m2!3d43.65583!4d-79.3921857!9m1!1b1!16s%2Fg%2F1tj46jvj?authuser=0&hl=en&entry=ttu",Midi Bistro Restaurant,43.6558,-79.3922,Positive,Positive,Neutral,0
French,"https://www.google.com/maps/place/Victor+Restaurant/@43.6456852,-79.3910047,17z/data=!4m8!3m7!1s0x882b34d0ae17e8df:0xb97aaef871ec3022!8m2!3d43.6456852!4d-79.3910047!9m1!1b1!16s%2Fg%2F1tfw3nzq?authuser=0&hl=en&entry=ttu",Victor Restaurant,43.6457,-79.391,Positive,Positive,Positive,3
French,"https://www.google.com/maps/place/Cafe+La+Gaffe/@43.6562316,-79.3933414,17z/data=!4m8!3m7!1s0x882b34c66a3fd2f3:0x9c9cec189ee33ea2!8m2!3d43.6562316!4d-79.3933414!9m1!1b1!16s%2Fg%2F1tdxfxz_?authuser=0&hl=en&entry=ttu",Cafe La Gaffe,43.6562,-79.3933,Positive,Negative,Positive,2
French,"https://www.google.com/maps/place/Cluny+Bistro+%26+Boulangerie/@43.6505879,-79.3578962,17z/data=!4m8!3m7!1s0x89d4cb3df31d947d:0xa1cc9f773ce75572!8m2!3d43.6505879!4d-79.3578962!9m1!1b1!16s%2Fg%2F1q646bmzy?authuser=0&hl=en&entry=ttu",Cluny Bistro and Boulangerie,43.6506,-79.3579,Positive,Positive,Positive,2
French,"https://www.google.com/maps/place/Caf%C3%A9+Nicole+Bistro+%2B+Bar/@43.6464757,-79.3792867,15.75z/data=!4m8!3m7!1s0x89d4cb2e7848343b:0xf34846441c4e64ae!8m2!3d43.6465136!4d-79.3745725!9m1!1b1!16s%2Fg%2F1tm0csyj?authuser=0&hl=en&entry=ttu",Cafe Nicole Bistro and Bar,43.6465,-79.3793,Positive,Positive,Neutral,1
French,"https://www.google.com/maps/place/GEORGE+Restaurant/@43.6533708,-79.3743283,17z/data=!3m1!5s0x89d4cb316b7a637b:0xe30fe06b4c67b861!4m8!3m7!1s0x89d4cb36abc6bb31:0xb2ddb50894e8ea65!8m2!3d43.6533708!4d-79.3743283!9m1!1b1!16s%2Fm%2F052lzvy?authuser=0&hl=en&entry=ttu",GEORGE Restaurant,43.6534,-79.3743,Positive,Positive,Positive,2
French,"https://www.google.com/maps/place/Biff's+Bistro/@43.6473392,-79.3763696,17z/data=!4m8!3m7!1s0x89d4cb2dbf1a49c1:0xc4af91edf6e3779e!8m2!3d43.6473392!4d-79.3763696!9m1!1b1!16s%2Fm%2F0526rgt?authuser=0&hl=en&entry=ttu",Biff's Bistro,43.6473,-79.3764,Positive,Positive,Positive,2
French,"https://www.google.com/maps/place/Byblos+Downtown/@43.6474863,-79.3881964,17z/data=!4m8!3m7!1s0x882b34d1a971ae9d:0x825d990e87396563!8m2!3d43.6474863!4d-79.3881964!9m1!1b1!16s%2Fg%2F1pzv81kg_?authuser=0&hl=en&entry=ttu",Byblos Downtown,43.6475,-79.3882,Positive,Positive,Positive,1
French,"https://www.google.com/maps/place/Petit+Dejeuner/@43.65072,-79.3702891,17z/data=!4m8!3m7!1s0x89d4cb308fb262e3:0x68137a388b2bee04!8m2!3d43.65072!4d-79.3702891!9m1!1b1!16s%2Fg%2F1vhkljm5?authuser=0&hl=en&entry=ttu",Petit Dejeuner,43.6507,-79.3703,Positive,Positive,Negative,2
French,"https://www.google.com/maps/place/Lucie/@43.6497516,-79.3785138,17z/data=!4m8!3m7!1s0x89d4cb22ea3e84c5:0xf24dbb7cd33f9a22!8m2!3d43.6497516!4d-79.3785138!9m1!1b1!16s%2Fg%2F11kqcr1tyf?authuser=0&hl=en&entry=ttu",Lucie,43.6498,-79.3785,Positive,Positive,Positive,2
French,"https://www.google.com/maps/place/Fran's+Restaurant+and+Bar/@43.6614536,-79.3840553,17z/data=!3m1!5s0x882b34b44dba6d7f:0x1a7294febcab4be2!4m8!3m7!1s0x882b34b5b33221fd:0x61a6eba0e5814fbe!8m2!3d43.6614536!4d-79.3840553!9m1!1b1!16s%2Fg%2F1tjfbx4v?authuser=0&hl=en&entry=ttu",Fran's Restaurant and Bar,43.6615,-79.3841,Positive,Positive,Positive,3
Mexican ,"https://www.google.com/maps/place/La+Carnita/@43.6471367,-79.39013,17z/data=!4m8!3m7!1s0x882b34d060af3fd1:0x2103349d44fac1ea!8m2!3d43.6471367!4d-79.39013!9m1!1b1!16s%2Fg%2F11ckqzgjw8?authuser=0&hl=en&entry=ttu",La Carnita,43.6471,-79.3901,Positive,Positive,Positive,3
Mexican ,"https://www.google.com/maps/place/Casa+Mezcal/@43.6464106,-79.3899674,17z/data=!4m8!3m7!1s0x882b3579240a16d1:0x9325520c0eaf030b!8m2!3d43.6464106!4d-79.3899674!9m1!1b1!16s%2Fg%2F11jg2sylyn?authuser=0&hl=en&entry=ttu",Casa Mezcal,43.6464,-79.39,Positive,Positive,Positive,1
Mexican ,"https://www.google.com/maps/place/Tres+Compadres/@43.6475615,-79.3864138,17z/data=!3m1!5s0x882b34e3fbeeb0b7:0xc2f6e95835359808!4m8!3m7!1s0x882b358cbdb6f23f:0x41b8e14880f70de7!8m2!3d43.6475615!4d-79.3864138!9m1!1b1!16s%2Fg%2F11n0b7h2f2?authuser=0&hl=en&entry=ttu",Tres Compadres,43.6476,-79.3864,Positive,Positive,Neutral,0
Mexican ,"https://www.google.com/maps/place/Birria+Catrina/@43.6573816,-79.3810738,17z/data=!4m8!3m7!1s0x882b355b231546a5:0xe0ea57c0e893a9a6!8m2!3d43.6573816!4d-79.3810738!9m1!1b1!16s%2Fg%2F11rm1dj96b?authuser=0&hl=en&entry=ttu",Birria Catrina,43.6574,-79.3811,Positive,Positive,Neutral,1
Mexican ,"https://www.google.com/maps/place/Fresh+Burrito/@43.64814,-79.3952002,17z/data=!4m8!3m7!1s0x882b356e8bbfbca9:0xa9df1ec67fcaca29!8m2!3d43.64814!4d-79.3952002!9m1!1b1!16s%2Fg%2F11s36qypmm?authuser=0&hl=en&entry=ttu",Fresh Burrito,43.6481,-79.3952,Positive,Positive,Neutral,0
Mexican ,"https://www.google.com/maps/place/Milagro+Cantina/@43.6457685,-79.3897967,17z/data=!4m8!3m7!1s0x882b34d0c4ea17d7:0xcbf81f270cb92ba0!8m2!3d43.6457685!4d-79.3897967!9m1!1b1!16s%2Fm%2F052m54z?authuser=0&hl=en&entry=ttu",Milagro Cantina,43.6458,-79.3898,Positive,Positive,Positive,1
Mexican ,"https://www.google.com/maps/place/Colibri/@43.650352,-79.383795,17z/data=!4m18!1m9!3m8!1s0x882b34cd973fffff:0xa91a233e2538cc69!2sColibri!8m2!3d43.650352!4d-79.383795!9m1!1b1!16s%2Fg%2F11f_kl2k80!3m7!1s0x882b34cd973fffff:0xa91a233e2538cc69!8m2!3d43.650352!4d-79.383795!9m1!1b1!16s%2Fg%2F11f_kl2k80?authuser=0&hl=en&entry=ttu",Colibri,43.6504,-79.3838,Positive,Neutral,Negative,0
Mexican ,"https://www.google.com/maps/place/Burrito+Boyz/@43.6563585,-79.3784937,17z/data=!3m1!5s0x89d4cb351bc27e47:0xb248944ddb40c7d6!4m8!3m7!1s0x89d4cb351bc0882d:0x51b942c4b2929398!8m2!3d43.6563585!4d-79.3784937!9m1!1b1!16s%2Fg%2F11bw4782l8?authuser=0&hl=en&entry=ttu",Burrito Boyz,43.6564,-79.3785,Positive,Positive,Neutral,1
Mexican ,"https://www.google.com/maps/place/Pastor+Taco/@43.6616989,-79.369212,17z/data=!4m8!3m7!1s0x89d4cba095394b91:0x907f0a779c383fc0!8m2!3d43.6616989!4d-79.369212!9m1!1b1!16s%2Fg%2F11ngpj26mn?authuser=0&hl=en&entry=ttu",Pastor Taco,43.6617,-79.3692,Positive,Positive,Negative,0
Mexican ,"https://www.google.com/maps/place/El+Catrin+Destileria/@43.650542,-79.3587374,17z/data=!4m8!3m7!1s0x89d4cb3dc79258bf:0xae5b0d8b92763d5f!8m2!3d43.650542!4d-79.3587374!9m1!1b1!16s%2Fg%2F1pp2vmz3p?authuser=0&hl=en&entry=ttu",El Catrin Destileria,43.6505,-79.3587,Positive,Positive,Positive,3
Mexican ,"https://www.google.com/maps/place/Chipotle+Mexican+Grill/@43.6568643,-79.3808678,17z/data=!3m1!5s0x882b34c51bbe1e97:0x6a8c2ebac3a9ebf8!4m8!3m7!1s0x882b34cacfd8f671:0xbb7088a7fb1e8d51!8m2!3d43.6568643!4d-79.3808678!9m1!1b1!16s%2Fg%2F1w0p67y9?authuser=0&hl=en&entry=ttu",Chipotle Mexican Grill,43.6569,-79.3809,Positive,Neutral,Neutral,0
Mexican ,"https://www.google.com/maps/place/Migente+Cocina+-+Toronto+-+Downtown+East/@43.6558094,-79.3641007,17z/data=!3m1!4b1!4m6!3m5!1s0x89d4cb43abcaaa5b:0xe02b1820ccc7ff44!8m2!3d43.6558094!4d-79.3641007!16s%2Fg%2F11tg45l4sc?authuser=0&hl=en&entry=ttu",Migente Cocina - Toronto - Downtown East,43.6558,-79.3641,Positive,Positive,Neutral,0
Mexican ,"https://www.google.com/maps/place/Tacorrito/@43.6531089,-79.3965419,14z/data=!4m13!1m3!2m2!1smexican+restaurants+downtown+toronto!6e5!3m8!1s0x89d4cba1e946dd77:0x20ccdef01d06a030!8m2!3d43.6512564!4d-79.3676309!9m1!1b1!15sCiRtZXhpY2FuIHJlc3RhdXJhbnRzIGRvd250b3duIHRvcm9udG9aJiIkbWV4aWNhbiByZXN0YXVyYW50cyBkb3dudG93biB0b3JvbnRvkgESbWV4aWNhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5YWnkxRFpVcEJFQUXgAQA!16s%2Fg%2F11h4k743zs?entry=ttu",Tacorrito,43.6531,-79.3965,Positive,Positive,Negative,0
